Day,Hour,Keypresses
2022-08-12,11,460
2022-08-12,12,700
2022-08-12,13,2754
2022-08-12,14,1583
2022-08-12,15,3355
2022-08-12,16,2814
2022-08-12,17,0
2022-08-13,11,322
2022-08-13,12,318
2022-08-13,13,203
2022-08-13,14,0
2022-08-13,15,3
2022-08-13,16,86
2022-08-13,17,40
2022-08-13,18,176
2022-08-14,12,638
2022-08-14,13,2375
2022-08-14,14,2826
2022-08-14,15,1002
2022-08-15,9,1977
2022-08-15,10,2128
2022-08-15,11,971
2022-08-15,12,0
2022-08-15,13,729
2022-08-15,14,4471
2022-08-15,15,1026
2022-08-15,16,1563
2022-08-16,8,755
2022-08-16,9,3141
2022-08-16,10,178
2022-08-16,11,1510
2022-08-16,12,2884
2022-08-16,13,360
2022-08-16,14,2096
2022-08-16,15,1479
2022-08-16,16,2149
2022-08-16,17,1941
2022-08-16,20,1309
2022-08-16,21,302
2022-08-17,21,3042
2022-08-17,22,2532
2022-08-17,23,895
2022-08-18,0,64
2022-08-18,9,0
2022-08-18,10,5088
2022-08-18,11,1404
2022-08-18,12,91
2022-08-18,13,4135
2022-08-18,14,3768
2022-08-18,15,2971
2022-08-18,16,2155
2022-08-18,17,3630
2022-08-18,18,4078
2022-08-18,19,2114
2022-08-18,20,307
2022-08-18,22,2043
2022-08-18,23,81
2022-08-19,0,16
2022-08-19,8,1952
2022-08-19,9,4121
2022-08-19,10,4959
2022-08-19,11,4269
2022-08-19,12,2460
2022-08-19,13,5023
2022-08-19,14,3160
2022-08-19,15,4663
2022-08-19,16,2316
2022-08-19,17,0
2022-08-19,18,0
2022-08-19,19,0
2022-08-19,20,0
2022-08-19,21,0
2022-08-19,22,0
2022-08-19,23,0
2022-08-20,0,6625
2022-08-20,1,2627
2022-08-21,13,71
2022-08-22,8,799
2022-08-22,9,4130
2022-08-22,10,7377
2022-08-22,11,2424
2022-08-22,12,3070
2022-08-22,13,1815
2022-08-22,14,6108
2022-08-22,15,4051
2022-08-22,16,1417
2022-08-22,17,2349
2022-08-22,18,3426
2022-08-22,19,5731
2022-08-22,20,3777
2022-08-22,21,5947
2022-08-22,22,4550
2022-08-22,23,6178
2022-08-23,0,852
2022-08-23,10,114
2022-08-23,11,2760
2022-08-23,12,3166
2022-08-23,13,4041
2022-08-23,14,3727
2022-08-23,15,4552
2022-08-23,16,3562
2022-08-23,17,3330
2022-08-23,22,4443
2022-08-23,23,19
2022-08-24,9,144
2022-08-24,10,3365
2022-08-24,11,4341
2022-08-24,12,328
2022-08-24,13,2996
2022-08-24,14,1992
2022-08-24,15,3959
2022-08-24,16,4148
2022-08-24,17,1606
2022-08-25,10,3162
2022-08-25,11,4470
2022-08-25,12,3752
2022-08-25,13,751
2022-08-25,14,4354
2022-08-25,16,0
2022-08-25,17,4468
2022-08-25,18,5659
2022-08-25,19,3785
2022-08-25,20,3003
2022-08-25,21,1794
2022-08-25,22,1154
2022-08-25,23,8203
2022-08-26,9,1161
2022-08-26,10,2845
2022-08-26,11,4366
2022-08-26,12,5673
2022-08-26,13,4294
2022-08-26,14,3982
2022-08-26,15,2159
2022-08-26,16,5687
2022-08-26,17,5452
2022-08-26,18,4789
2022-08-26,19,5291
2022-08-26,20,3011
2022-08-26,21,148
2022-08-26,22,0
2022-08-26,23,1
2022-08-27,0,169
2022-08-27,13,831
2022-08-27,14,4276
2022-08-27,15,259
2022-08-27,17,1439
2022-08-27,18,1586
2022-08-27,19,116
2022-08-29,9,905
2022-08-29,10,3898
2022-08-29,11,3222
2022-08-29,12,903
2022-08-29,13,1488
2022-08-29,14,1006
2022-08-29,15,3788
2022-08-29,16,730
2022-08-29,17,977
2022-08-29,18,4942
2022-08-29,19,1009
2022-08-30,11,429
2022-08-30,12,1432
2022-08-30,13,4129
2022-08-30,14,4318
2022-08-30,15,3975
2022-08-30,16,3143
2022-08-30,17,1
2022-08-30,18,693
2022-08-30,19,2502
2022-08-30,20,2132
2022-08-30,21,3419
2022-08-30,22,4929
2022-08-30,23,900
2022-08-31,0,0
2022-08-31,1,0
2022-08-31,2,0
2022-08-31,3,0
2022-08-31,4,0
2022-08-31,5,0
2022-08-31,6,0
2022-08-31,7,0
2022-08-31,8,37
2022-08-31,9,38
2022-08-31,10,3877
2022-08-31,11,978
2022-08-31,12,0
2022-08-31,13,1720
2022-08-31,14,301
2022-08-31,15,1776
2022-08-31,16,2415
2022-09-01,9,1631
2022-09-01,10,552
2022-09-01,11,957
2022-09-01,12,1195
2022-09-01,13,2991
2022-09-01,14,880
2022-09-01,15,638
2022-09-01,16,3559
2022-09-01,17,216
2022-09-01,19,215
2022-09-01,20,498
2022-09-01,21,176
2022-09-01,22,4226
2022-09-01,23,5557
2022-09-02,0,1457
2022-09-05,19,186
2022-09-05,20,986
2022-09-05,21,140
2022-09-07,9,203
2022-09-07,10,3148
2022-09-07,11,1007
2022-09-07,12,2891
2022-09-07,13,217
2022-09-07,14,1993
2022-09-07,15,1286
2022-09-07,16,971
2022-09-07,17,2857
2022-09-07,18,1599
2022-09-08,8,0
2022-09-08,9,1965
2022-09-08,10,3692
2022-09-08,11,2291
2022-09-08,12,1010
2022-09-08,13,5477
2022-09-08,14,3330
2022-09-08,15,38
2022-09-08,16,5254
2022-09-08,17,349
2022-09-09,9,44
2022-09-09,10,2064
2022-09-09,11,3208
2022-09-09,12,1534
2022-09-09,13,0
2022-09-09,14,976
2022-09-09,15,848
2022-09-09,16,1136
2022-09-09,17,778
2022-09-10,11,342
2022-09-10,12,347
2022-09-10,13,0
2022-09-10,23,1038
2022-09-11,0,155
2022-09-12,9,343
2022-09-12,10,1716
2022-09-12,11,1447
2022-09-12,12,878
2022-09-12,13,175
2022-09-12,14,848
2022-09-12,15,456
2022-09-12,16,797
2022-09-12,17,64
2022-09-12,18,2
2022-09-12,19,83
2022-09-13,9,1418
2022-09-13,10,2076
2022-09-13,11,1564
2022-09-13,12,96
2022-09-13,13,2395
2022-09-13,16,1157
2022-09-13,17,0
2022-09-13,20,347
2022-09-13,21,500
2022-09-13,22,3036
2022-09-13,23,3838
2022-09-14,10,3354
2022-09-14,11,1217
2022-09-14,12,1275
2022-09-14,13,116
2022-09-14,14,5340
2022-09-14,15,3771
2022-09-14,16,6121
2022-09-14,17,654
2022-09-14,20,1241
2022-09-14,21,1224
2022-09-14,22,511
2022-09-14,23,2722
2022-09-15,0,45
2022-09-15,10,4040
2022-09-15,11,1839
2022-09-15,13,308
2022-09-15,14,2933
2022-09-15,15,2138
2022-09-15,16,3506
2022-09-15,17,4290
2022-09-15,18,0
2022-09-15,21,110
2022-09-15,22,432
2022-09-15,23,148
2022-09-16,10,3271
2022-09-16,11,1112
2022-09-16,12,665
2022-09-16,13,4703
2022-09-16,14,2607
2022-09-17,21,732
2022-09-17,22,258
2022-09-17,23,802
2022-09-19,9,989
2022-09-19,10,2675
2022-09-19,11,1911
2022-09-19,12,3392
2022-09-19,13,885
2022-09-19,14,1979
2022-09-19,15,3634
2022-09-19,16,2744
2022-09-19,20,102
2022-09-19,21,4663
2022-09-19,22,850
2022-09-19,23,2373
2022-09-20,0,514
2022-09-20,1,0
2022-09-20,2,0
2022-09-20,3,0
2022-09-20,16,3921
2022-09-20,17,1711
2022-09-21,13,229
2022-09-21,14,3360
2022-09-22,13,451
2022-09-22,14,305
2022-09-22,23,201
2022-09-23,0,4576
2022-09-23,1,3507
2022-09-23,2,2510
2022-09-23,3,16
2022-09-23,13,1647
2022-09-24,13,439
2022-09-24,14,1418
2022-09-24,15,2612
2022-09-24,16,3606
2022-09-24,17,1789
2022-09-24,18,709
2022-09-24,19,125
2022-09-24,20,0
2022-09-24,21,0
2022-09-24,22,0
2022-09-24,23,0
2022-09-25,0,0
2022-09-25,1,1880
2022-09-25,2,134
2022-09-25,3,0
2022-09-25,4,0
2022-09-25,5,0
2022-09-25,6,0
2022-09-25,7,0
2022-09-25,8,0
2022-09-25,9,0
2022-09-25,10,0
2022-09-25,11,0
2022-09-25,14,700
2022-09-25,15,459
2022-09-25,16,2587
2022-09-25,17,4308
2022-09-25,18,4711
2022-09-25,19,2300
2022-09-25,20,2554
2022-09-25,21,3412
2022-09-25,22,450
2022-09-26,9,0
2022-09-26,10,917
2022-09-26,11,2290
2022-09-26,12,3169
2022-09-26,13,791
2022-09-26,14,1606
2022-09-26,15,2896
2022-09-26,16,2388
2022-09-26,17,4218
2022-09-26,18,2620
2022-09-27,9,666
2022-09-27,10,4682
2022-09-27,11,4939
2022-09-27,12,384
2022-09-27,13,4604
2022-09-27,14,1135
2022-09-27,15,896
2022-09-27,16,2017
2022-09-27,17,2264
2022-09-27,19,1882
2022-09-27,20,3756
2022-09-27,21,1262
2022-09-27,22,1875
2022-09-27,23,3071
2022-09-28,0,4465
2022-09-28,1,450
2022-09-28,2,0
2022-09-28,3,0
2022-09-28,4,0
2022-09-28,5,0
2022-09-28,6,0
2022-09-28,7,0
2022-09-28,8,0
2022-09-28,11,927
2022-09-28,12,3756
2022-09-28,13,499
2022-09-28,14,404
2022-09-28,15,475
2022-09-28,16,53
2022-09-28,18,54
2022-09-28,19,2350
2022-09-28,20,3760
2022-09-28,21,3372
2022-09-28,22,5288
2022-09-28,23,4055
2022-09-29,0,163
2022-10-02,20,0
2022-10-02,21,0
2022-10-02,22,134
2022-10-02,23,9872
2022-10-03,0,4649
2022-10-03,11,1972
2022-10-03,12,2174
2022-10-03,13,1237
2022-10-03,14,2536
2022-10-03,15,3894
2022-10-03,16,3520
2022-10-03,17,2196
2022-10-03,18,253
2022-10-03,19,1067
2022-10-03,20,1739
2022-10-03,21,1780
2022-10-03,22,2598
2022-10-03,23,1135
2022-10-04,0,3019
2022-10-04,9,0
2022-10-04,10,6644
2022-10-04,11,1931
2022-10-04,12,27
2022-10-04,13,4561
2022-10-04,14,4048
2022-10-04,15,3899
2022-10-04,16,1939
2022-10-04,17,3909
2022-10-04,19,1518
2022-10-04,20,290
2022-10-04,21,334
2022-10-04,22,1180
2022-10-04,23,1430
2022-10-05,10,2687
2022-10-05,11,6324
2022-10-05,12,3998
2022-10-05,13,2133
2022-10-05,14,1496
2022-10-05,15,3585
2022-10-05,16,3744
2022-10-05,17,4919
2022-10-05,18,3366
2022-10-06,9,478
2022-10-06,10,1155
2022-10-06,11,1991
2022-10-06,12,1869
2022-10-06,13,2294
2022-10-06,14,981
2022-10-06,15,116
2022-10-06,23,2800
2022-10-07,0,2937
2022-10-07,1,4179
2022-10-07,2,492
2022-10-07,13,683
2022-10-07,14,2067
2022-10-07,15,2675
2022-10-07,16,3311
2022-10-07,17,3354
2022-10-07,18,1241
2022-10-07,19,2393
2022-10-07,20,3731
2022-10-07,21,3482
2022-10-07,22,2425
2022-10-07,23,2860
2022-10-08,0,2624
2022-10-09,12,484
2022-10-09,13,4273
2022-10-09,14,1394
2022-10-09,20,170
2022-10-09,21,662
2022-10-09,22,431
2022-10-09,23,143
2022-10-10,13,2395
2022-10-10,14,4082
2022-10-10,15,3145
2022-10-10,16,4087
2022-10-10,17,5282
2022-10-10,18,3976
2022-10-10,19,4228
2022-10-10,20,1
2022-10-11,8,469
2022-10-11,9,2002
2022-10-11,10,1684
2022-10-11,11,855
2022-10-11,12,2772
2022-10-11,13,1850
2022-10-11,14,4540
2022-10-11,15,1811
2022-10-11,16,4020
2022-10-11,17,1133
2022-10-11,19,291
2022-10-11,20,2927
2022-10-11,21,3475
2022-10-11,22,3749
2022-10-11,23,7274
2022-10-12,0,3071
2022-10-12,1,3526
2022-10-12,8,1
2022-10-12,9,3964
2022-10-12,11,1963
2022-10-12,12,4442
2022-10-12,13,807
2022-10-12,14,3021
2022-10-12,15,2177
2022-10-12,16,2408
2022-10-12,17,509
2022-10-13,9,4291
2022-10-13,10,487
2022-10-13,11,3887
2022-10-13,12,3190
2022-10-13,13,11634
2022-10-13,14,11698
2022-10-13,15,0
2022-10-13,19,1
2022-10-13,20,9788
2022-10-13,21,6765
2022-10-13,22,2577
2022-10-13,23,3596
2022-10-14,0,4270
2022-10-14,1,5636
2022-10-14,2,16
2022-10-14,3,0
2022-10-14,4,0
2022-10-14,5,0
2022-10-14,6,0
2022-10-14,7,0
2022-10-14,19,10
2022-10-14,20,69
2022-10-14,21,0
2022-10-14,22,0
2022-10-14,23,0
2022-10-15,0,1544
2022-10-17,12,382
2022-10-17,13,2126
2022-10-17,14,3969
2022-10-17,15,2747
2022-10-17,16,1750
2022-10-17,17,1153
2022-10-18,9,1516
2022-10-18,10,3198
2022-10-18,11,1690
2022-10-18,12,0
2022-10-18,13,1052
2022-10-18,14,0
2022-10-18,15,1795
2022-10-18,16,5620
2022-10-18,17,1236
2022-10-18,18,1899
2022-10-18,22,12173
2022-10-18,23,966
2022-10-19,13,24
2022-10-19,14,2141
2022-10-19,15,2625
2022-10-19,16,3874
2022-10-19,17,2776
2022-10-19,18,5281
2022-10-19,19,3488
2022-10-19,20,1857
2022-10-19,21,1856
2022-10-19,22,712
2022-10-19,23,2449
2022-10-20,0,68
2022-10-20,1,0
2022-10-20,2,0
2022-10-20,3,0
2022-10-20,4,0
2022-10-20,5,0
2022-10-20,6,0
2022-10-20,7,0
2022-10-20,8,0
2022-10-20,9,0
2022-10-20,10,0
2022-10-20,11,3808
2022-10-20,12,3225
2022-10-20,13,3358
2022-10-20,14,3183
2022-10-20,15,1775
2022-10-20,16,5704
2022-10-21,11,719
2022-10-21,12,5155
2022-10-21,13,6176
2022-10-21,14,4584
2022-10-21,15,2267
2022-10-21,16,3284
2022-10-21,17,4757
2022-10-21,18,2418
2022-10-21,19,2269
2022-10-21,20,0
2022-10-21,22,2977
2022-10-22,0,1279
2022-10-22,1,3423
2022-10-22,11,33
2022-10-22,12,3363
2022-10-22,13,6638
2022-10-22,14,2186
2022-10-23,17,423
2022-10-23,18,6
2022-10-23,19,195
2022-10-23,20,567
2022-10-23,21,1847
2022-10-23,22,2320
2022-10-23,23,7243
2022-10-24,0,1863
2022-10-24,9,4610
2022-10-24,10,3296
2022-10-24,11,2493
2022-10-24,12,606
2022-10-24,13,3578
2022-10-24,14,1651
2022-10-24,15,2275
2022-10-24,16,4922
2022-10-24,17,4275
2022-10-24,23,1727
2022-10-25,0,1
2022-10-25,9,2616
2022-10-25,10,4532
2022-10-25,11,3785
2022-10-25,12,850
2022-10-25,13,3026
2022-10-25,14,4510
2022-10-25,15,3760
2022-10-25,16,2534
2022-10-25,17,1992
2022-10-25,18,394
2022-10-25,20,1509
2022-10-25,21,2960
2022-10-25,22,2936
2022-10-25,23,1364
2022-10-26,0,261
2022-10-26,10,3445
2022-10-26,11,3407
2022-10-26,12,841
2022-10-26,13,1627
2022-10-26,14,1654
2022-10-26,15,4174
2022-10-26,16,130
2022-10-26,17,232
2022-10-26,18,0
2022-10-26,19,0
2022-10-26,20,837
2022-10-26,21,5659
2022-10-26,22,4162
2022-10-26,23,476
2022-10-27,0,0
2022-10-27,1,0
2022-10-27,2,0
2022-10-27,3,0
2022-10-27,4,0
2022-10-27,5,0
2022-10-27,6,0
2022-10-27,7,0
2022-10-27,8,0
2022-10-27,9,1836
2022-10-27,10,2040
2022-10-27,11,1534
2022-10-27,12,0
2022-10-27,13,1283
2022-10-27,14,2652
2022-10-27,15,4312
2022-10-27,16,5108
2022-10-27,17,1972
2022-10-27,18,2401
2022-10-27,19,0
2022-10-27,20,3400
2022-10-27,21,8754
2022-10-27,22,3202
2022-10-27,23,4739
2022-10-28,0,3476
2022-10-28,10,1957
2022-10-28,11,2742
2022-10-28,12,2641
2022-10-28,13,2800
2022-10-28,14,2460
2022-10-28,15,5705
2022-10-28,16,3607
2022-10-28,17,480
2022-10-28,18,219
2022-10-28,20,1669
2022-10-28,21,330
2022-10-29,0,1643
2022-10-29,1,2932
2022-10-29,2,3271
2022-10-29,3,1653
2022-10-29,14,1248
2022-10-29,15,1360
2022-10-29,16,553
2022-10-29,17,6011
2022-10-29,18,2241
2022-10-29,19,27
2022-10-30,16,0
2022-10-30,17,0
2022-10-30,18,57
2022-10-30,19,218
2022-10-30,20,438
2022-10-30,21,411
2022-10-30,22,3802
2022-10-30,23,26
2022-10-31,9,2094
2022-10-31,10,4223
2022-10-31,11,1692
2022-10-31,12,3112
2022-10-31,13,2421
2022-10-31,14,3084
2022-10-31,15,1952
2022-10-31,17,1566
2022-10-31,18,3140
2022-10-31,20,0
2022-10-31,21,4388
2022-10-31,22,1574
2022-10-31,23,2222
2022-11-01,0,441
2022-11-01,9,2637
2022-11-01,10,3910
2022-11-01,11,2600
2022-11-01,12,1985
2022-11-01,13,3289
2022-11-01,14,5311
2022-11-01,15,3464
2022-11-01,16,3554
2022-11-01,17,200
2022-11-01,20,2326
2022-11-01,21,3706
2022-11-01,22,2090
2022-11-01,23,2522
2022-11-02,0,1212
2022-11-02,9,5
2022-11-02,13,364
2022-11-02,14,3080
2022-11-02,15,2419
2022-11-02,16,3321
2022-11-02,17,2297
2022-11-02,21,2928
2022-11-02,22,4681
2022-11-02,23,4358
2022-11-03,0,3617
2022-11-03,1,3310
2022-11-03,10,1378
2022-11-03,11,1925
2022-11-03,12,6628
2022-11-03,13,3282
2022-11-03,14,3511
2022-11-03,15,3465
2022-11-03,16,1035
2022-11-03,19,390
2022-11-03,20,570
2022-11-03,21,5534
2022-11-03,22,2937
2022-11-03,23,3586
2022-11-04,0,196
2022-11-04,8,1125
2022-11-04,9,2207
2022-11-04,10,0
2022-11-04,11,599
2022-11-04,12,5487
2022-11-04,13,4321
2022-11-04,14,2327
2022-11-04,15,4998
2022-11-04,16,3304
2022-11-04,17,3528
2022-11-04,18,3974
2022-11-05,13,1416
2022-11-05,14,2985
2022-11-05,15,4821
2022-11-05,16,1251
2022-11-05,18,234
2022-11-05,19,1524
2022-11-05,23,2053
2022-11-06,0,3001
2022-11-06,22,2599
2022-11-06,23,20
2022-11-07,9,597
2022-11-07,10,4907
2022-11-07,11,3875
2022-11-07,12,2322
2022-11-07,13,5349
2022-11-07,14,3858
2022-11-07,18,0
2022-11-07,19,3275
2022-11-07,20,2684
2022-11-07,21,828
2022-11-07,22,3316
2022-11-07,23,4919
2022-11-08,0,1186
2022-11-08,9,64
2022-11-08,10,4054
2022-11-08,11,3229
2022-11-08,12,3479
2022-11-08,13,4330
2022-11-08,14,3810
2022-11-08,15,1861
2022-11-08,16,25
2022-11-08,19,3572
2022-11-08,20,2431
2022-11-08,21,2581
2022-11-08,22,2701
2022-11-08,23,3468
2022-11-09,11,939
2022-11-09,12,2751
2022-11-09,13,3958
2022-11-09,14,4126
2022-11-09,15,7149
2022-11-09,16,3637
2022-11-09,17,2807
2022-11-09,18,1506
2022-11-09,19,4886
2022-11-09,20,5400
2022-11-09,21,5529
2022-11-09,22,5215
2022-11-09,23,6062
2022-11-10,0,3808
2022-11-10,9,3349
2022-11-10,10,3714
2022-11-10,11,769
2022-11-10,12,14
2022-11-10,13,772
2022-11-10,14,7964
2022-11-10,15,6899
2022-11-10,16,2288
2022-11-10,17,971
2022-11-10,18,433
2022-11-10,19,4074
2022-11-10,20,695
2022-11-10,22,619
2022-11-10,23,5257
2022-11-11,0,2417
2022-11-11,1,0
2022-11-13,13,272
2022-11-13,14,1059
2022-11-13,15,2134
2022-11-13,16,3392
2022-11-13,19,839
2022-11-13,20,5965
2022-11-13,21,9157
2022-11-13,22,1052
2022-11-14,9,1954
2022-11-14,10,4400
2022-11-14,11,4103
2022-11-14,12,176
2022-11-14,13,834
2022-11-14,14,3092
2022-11-14,15,6643
2022-11-14,16,1343
2022-11-14,20,2236
2022-11-14,21,4534
2022-11-14,22,3787
2022-11-14,23,3740
2022-11-15,9,161
2022-11-15,10,534
2022-11-15,11,275
2022-11-15,12,357
2022-11-15,13,0
2022-11-15,14,0
2022-11-15,19,340
2022-11-15,20,2966
2022-11-15,21,2547
2022-11-15,22,3810
2022-11-15,23,2773
2022-11-16,0,487
2022-11-16,9,948
2022-11-16,10,568
2022-11-16,11,422
2022-11-16,12,508
2022-11-16,13,6248
2022-11-16,14,3875
2022-11-16,15,3391
2022-11-16,16,2653
2022-11-16,17,1033
2022-11-16,20,713
2022-11-16,21,2511
2022-11-16,22,4024
2022-11-16,23,4090
2022-11-17,9,3322
2022-11-17,10,3914
2022-11-17,11,1092
2022-11-17,12,2427
2022-11-17,13,945
2022-11-17,14,853
2022-11-17,15,1867
2022-11-17,16,1959
2022-11-17,19,62
2022-11-17,20,1211
2022-11-17,21,585
2022-11-17,22,3398
2022-11-17,23,4800
2022-11-18,0,1478
2022-11-18,10,671
2022-11-18,11,2007
2022-11-18,12,3218
2022-11-18,13,1017
2022-11-18,14,1863
2022-11-18,15,3287
2022-11-18,16,2997
2022-11-18,17,1511
2022-11-18,21,3459
2022-11-18,22,4469
2022-11-19,13,1058
2022-11-19,14,4976
2022-11-19,15,2718
2022-11-19,16,1804
2022-11-19,17,2742
2022-11-20,18,1300
2022-11-20,19,4633
2022-11-20,20,2059
2022-11-20,21,531
2022-11-20,22,2789
2022-11-21,11,1168
2022-11-21,12,1802
2022-11-21,13,3172
2022-11-21,14,1736
2022-11-21,15,3948
2022-11-21,16,448
2022-11-21,17,3388
2022-11-22,2,0
2022-11-22,12,4103
2022-11-22,13,1526
2022-11-22,14,3606
2022-11-22,15,2654
2022-11-22,16,2392
2022-11-22,17,2997
2022-11-22,18,2793
2022-11-22,19,1257
2022-11-22,20,1230
2022-11-22,21,5589
2022-11-22,22,5791
2022-11-22,23,4534
2022-11-23,0,41
2022-11-23,1,0
2022-11-23,2,0
2022-11-23,3,0
2022-11-23,4,0
2022-11-23,5,0
2022-11-23,6,0
2022-11-23,7,0
2022-11-23,8,0
2022-11-23,9,3
2022-11-23,12,3190
2022-11-23,13,294
2022-11-23,14,6960
2022-11-23,15,3012
2022-11-23,16,2098
2022-11-24,0,51
2022-11-25,18,34
2022-11-25,19,2421
2022-11-25,20,91
2022-11-25,21,2193
2022-11-25,22,1265
2022-11-25,23,1397
2022-11-26,0,2893
2022-11-26,1,0
2022-11-26,12,761
2022-11-26,13,6803
2022-11-26,14,7188
2022-11-26,15,0
2022-11-26,16,2543
2022-11-26,17,4152
2022-11-26,18,964
2022-11-26,19,16
2022-11-26,20,1965
2022-11-26,21,6325
2022-11-26,22,4952
2022-11-26,23,10565
2022-11-27,0,229
2022-11-27,12,1758
2022-11-27,13,2355
2022-11-27,14,833
2022-11-27,15,924
2022-11-27,16,0
2022-11-27,17,410
2022-11-27,18,1330
2022-11-27,19,2314
2022-11-27,20,2105
2022-11-27,21,2382
2022-11-27,22,1675
2022-11-27,23,4098
2022-11-28,10,632
2022-11-28,11,2559
2022-11-28,12,3290
2022-11-28,13,4350
2022-11-28,14,4755
2022-11-28,15,1150
2022-11-28,16,982
2022-11-28,17,1822
2022-11-28,18,3329
2022-11-28,19,6248
2022-11-28,21,1792
2022-11-28,22,1489
2022-11-28,23,2537
2022-11-29,9,4552
2022-11-29,10,1060
2022-11-29,11,520
2022-11-29,12,408
2022-11-29,13,2517
2022-11-29,14,545
2022-11-29,15,1380
2022-11-29,16,2894
2022-11-29,17,6737
2022-11-29,18,0
2022-11-29,19,0
2022-11-30,9,34
2022-11-30,10,4280
2022-11-30,11,2525
2022-11-30,12,2168
2022-11-30,13,255
2022-11-30,14,1684
2022-11-30,15,3079
2022-11-30,16,4559
2022-11-30,17,3935
2022-11-30,18,3311
2022-11-30,19,719
2022-11-30,20,9284
2022-11-30,21,7013
2022-11-30,22,1856
2022-12-01,10,2092
2022-12-01,11,4510
2022-12-01,12,5768
2022-12-01,13,3016
2022-12-01,14,1379
2022-12-01,15,4176
2022-12-01,16,5713
2022-12-01,17,4653
2022-12-01,18,2029
2022-12-01,19,139
2022-12-01,20,551
2022-12-02,9,628
2022-12-02,10,3274
2022-12-02,11,4704
2022-12-02,12,4486
2022-12-02,13,1422
2022-12-02,14,3885
2022-12-02,15,5693
2022-12-02,16,993
2022-12-02,23,3331
2022-12-03,23,2852
2022-12-04,0,9677
2022-12-04,16,1691
2022-12-04,17,1281
2022-12-04,18,2406
2022-12-04,19,1024
2022-12-04,21,0
2022-12-04,22,5966
2022-12-05,9,1235
2022-12-05,10,8293
2022-12-05,11,4799
2022-12-05,12,4263
2022-12-05,13,5488
2022-12-05,14,2368
2022-12-05,15,3704
2022-12-05,16,6519
2022-12-05,17,4516
2022-12-05,18,6491
2022-12-05,19,6982
2022-12-05,20,3294
2022-12-05,21,7918
2022-12-05,22,17552
2022-12-05,23,7025
2022-12-06,0,4339
2022-12-06,10,577
2022-12-06,11,4064
2022-12-06,12,4617
2022-12-06,13,2499
2022-12-06,14,4313
2022-12-06,15,5154
2022-12-06,16,6807
2022-12-06,17,7731
2022-12-06,18,2166
2022-12-06,21,1401
2022-12-06,22,2016
2022-12-07,9,1840
2022-12-07,10,2560
2022-12-07,11,5682
2022-12-07,12,4557
2022-12-07,13,4011
2022-12-07,14,1711
2022-12-07,15,1775
2022-12-07,16,5508
2022-12-07,17,1329
2022-12-07,20,814
2022-12-07,21,5213
2022-12-07,22,5019
2022-12-07,23,4298
2022-12-08,0,220
2022-12-08,10,3132
2022-12-08,11,1733
2022-12-08,12,5344
2022-12-08,13,2586
2022-12-08,14,2414
2022-12-08,15,5667
2022-12-08,16,4231
2022-12-08,17,6894
2022-12-08,18,1663
2022-12-08,22,2026
2022-12-08,23,8592
2022-12-09,0,805
2022-12-09,9,907
2022-12-09,10,3964
2022-12-09,11,3416
2022-12-09,12,3966
2022-12-09,13,8476
2022-12-09,14,4950
2022-12-09,15,5631
2022-12-09,16,2145
2022-12-09,17,2224
2022-12-10,16,326
2022-12-10,17,4359
2022-12-10,18,5067
2022-12-10,19,5167
2022-12-10,20,2127
2022-12-10,21,3567
2022-12-10,22,2780
2022-12-10,23,5413
2022-12-11,0,1984
2022-12-11,15,1320
2022-12-11,16,980
2022-12-11,17,2830
2022-12-11,18,2
2022-12-11,23,6037
2022-12-12,0,3628
2022-12-12,10,723
2022-12-12,11,2669
2022-12-12,12,151
2022-12-12,13,2747
2022-12-12,14,945
2022-12-12,15,6184
2022-12-12,16,5456
2022-12-12,17,626
2022-12-12,23,5825
2022-12-13,0,146
2022-12-13,1,0
2022-12-13,2,0
2022-12-13,3,0
2022-12-13,4,0
2022-12-13,5,0
2022-12-13,6,0
2022-12-13,7,0
2022-12-13,8,0
2022-12-13,9,932
2022-12-13,10,6035
2022-12-13,11,6596
2022-12-13,12,7853
2022-12-13,16,4620
2022-12-13,21,0
2022-12-13,22,547
2022-12-14,10,1874
2022-12-14,11,2378
2022-12-14,12,14
2022-12-14,13,258
2022-12-14,14,222
2022-12-14,15,5221
2022-12-14,16,2042
2022-12-14,17,3491
2022-12-14,20,524
2022-12-14,21,3738
2022-12-14,22,4967
2022-12-14,23,5841
2022-12-15,9,2275
2022-12-15,10,3976
2022-12-15,11,2073
2022-12-15,12,4154
2022-12-15,13,3239
2022-12-15,14,4119
2022-12-15,15,9103
2022-12-15,16,0
2022-12-15,19,3619
2022-12-15,20,1592
2022-12-15,21,4051
2022-12-15,22,3629
2022-12-16,8,3971
2022-12-16,9,3896
2022-12-16,10,2994
2022-12-16,11,76
2022-12-16,12,5717
2022-12-16,13,4860
2022-12-16,14,6502
2022-12-16,15,5669
2022-12-16,16,4279
2022-12-16,17,4855
2022-12-16,18,6735
2022-12-16,19,4087
2022-12-16,23,180
2022-12-17,0,7304
2022-12-17,1,3098
2022-12-17,12,873
2022-12-17,13,65
2022-12-17,14,3526
2022-12-17,15,2132
2022-12-17,23,971
2022-12-18,0,615
2022-12-18,22,1516
2022-12-19,14,1906
2022-12-19,15,4659
2022-12-19,16,1368
2022-12-19,18,405
2022-12-19,19,731
2022-12-19,20,532
2022-12-19,23,2989
2022-12-20,0,3000
2022-12-20,1,822
2022-12-20,11,566
